,kVp_kV,InherentFiltration_mmAl,AddedFiltration_mmCu,AddedFiltration_mmAl,AddedFiltration_mmAir,DeviceModel,AcquisitionPlane,AnodeAngle_deg,HVL_mmAl,LabName,MeasurementDate
260,57.0,4.4,0.0,1,795,Allura Clarity,Plane A,11,3.003216473673851,U104,20180412
261,57.0,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.79637425544054,U104,20180412
262,57.0,4.4,0.4,1,795,Allura Clarity,Plane A,11,5.12998483055104,U104,20180412
263,57.0,4.4,0.9,1,795,Allura Clarity,Plane A,11,6.14176864555172,U104,20180412
264,58.0,4.4,0.0,0,795,Allura Clarity,Plane A,11,2.7571824943441983,U104,20180412
265,58.0,4.4,0.1,0,795,Allura Clarity,Plane A,11,3.66916828697314,U104,20180412
266,58.0,4.4,0.4,0,795,Allura Clarity,Plane A,11,5.147287986800857,U104,20180412
267,58.0,4.4,0.9,0,795,Allura Clarity,Plane A,11,6.234865392083272,U104,20180412
268,58.0,4.4,0.0,1,795,Allura Clarity,Plane A,11,3.0561806172938186,U104,20180412
269,58.0,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.8675816441986455,U104,20180412
270,58.0,4.4,0.4,1,795,Allura Clarity,Plane A,11,5.2342485682217665,U104,20180412
271,58.0,4.4,0.9,1,795,Allura Clarity,Plane A,11,6.273193929649226,U104,20180412
